1.12	1.76	2.12	2.04	2.20	2.24	2.04	2.12	1.92	2.24	2.12	2.08	2.08	1.88	1.96	2.00	2.12	2.20	2.20	2.08	2.20	2.12	2.32	2.36	2.40	2.28	2.20	2.04	2.08	2.16	1.96	1.52	
0.96	1.60	1.92	2.08	2.24	2.32	2.00	2.00	2.00	2.28	2.16	2.04	2.08	2.12	2.24	2.08	2.16	2.12	2.12	2.24	2.20	2.28	2.28	2.28	2.36	2.24	2.24	2.16	2.04	2.04	1.84	1.48	
0.96	1.44	1.80	1.88	2.24	1.96	1.88	2.00	1.92	2.20	2.08	2.08	2.12	2.04	2.24	2.12	2.24	2.24	2.16	2.20	2.12	2.24	2.12	2.12	2.00	2.16	2.08	2.00	2.12	2.12	1.84	1.48	
1.16	1.64	1.88	2.16	2.16	2.08	1.88	1.96	2.12	2.16	1.92	2.00	2.16	2.00	2.00	1.92	2.20	2.12	2.12	2.00	2.16	2.28	2.08	2.20	2.08	2.12	2.20	2.12	1.96	2.20	2.16	1.72	
1.12	1.68	2.12	1.96	2.04	2.12	1.84	1.72	2.16	2.08	2.08	2.04	2.04	2.04	2.04	1.88	2.20	2.08	2.12	2.20	2.24	2.24	2.16	2.24	2.16	2.12	2.08	2.08	2.08	2.16	2.16	1.72	
1.20	1.84	2.28	2.24	2.16	2.08	2.08	1.88	2.16	2.20	2.20	2.16	2.16	2.08	2.16	1.92	2.08	2.04	2.16	2.04	1.96	2.08	2.00	2.24	2.36	2.16	2.16	2.12	2.12	2.28	2.32	1.68	
1.20	1.76	2.32	2.20	2.28	2.16	2.04	2.08	2.04	1.84	1.96	1.96	1.96	2.08	2.12	2.08	2.28	2.16	2.08	2.08	2.04	1.92	2.00	2.08	1.92	2.08	2.04	2.24	2.36	2.20	2.08	1.68	
1.12	1.68	2.12	2.04	2.16	2.16	2.08	2.00	1.92	2.00	2.12	2.08	2.04	1.92	2.08	2.12	2.20	2.04	2.16	2.04	2.00	2.04	2.16	2.20	2.28	2.20	2.28	2.24	2.20	2.16	2.08	1.72	
1.20	1.68	2.24	2.12	2.16	2.20	2.08	2.16	2.00	2.12	2.08	1.92	1.88	2.04	2.08	2.20	2.12	1.92	2.12	2.16	2.08	2.08	2.16	2.20	2.36	2.28	2.28	2.08	2.24	2.16	2.12	1.68	
1.20	1.76	2.20	2.20	2.16	2.16	2.08	2.08	2.04	1.96	1.76	1.76	1.68	1.96	1.88	2.08	2.08	2.20	2.12	2.24	2.12	2.12	2.12	2.12	2.12	2.20	2.12	2.12	2.08	2.12	2.04	1.60	
1.28	1.76	2.28	2.24	2.16	2.16	1.88	1.96	1.96	2.12	1.96	1.88	1.88	2.12	2.12	2.20	2.08	2.12	2.00	2.00	1.92	2.12	2.12	2.12	2.12	2.16	2.16	2.16	2.20	2.20	2.20	1.80	
1.28	1.76	2.16	2.16	2.24	2.24	2.08	1.60	2.08	2.08	2.20	1.88	2.16	2.16	2.20	2.12	2.08	2.20	2.04	2.04	2.04	1.92	2.12	2.08	2.08	2.04	2.16	2.08	2.16	2.00	2.00	1.72	
1.20	1.68	2.16	2.20	2.20	2.16	2.08	1.84	2.12	2.08	2.12	1.96	2.24	2.08	2.08	2.12	2.04	2.08	1.64	2.00	2.12	2.12	2.00	2.08	2.16	2.24	2.08	2.08	2.12	2.08	2.20	1.76	
1.20	1.76	2.24	2.20	2.16	2.12	2.00	1.96	1.96	2.12	2.16	1.92	2.12	2.12	2.00	2.08	1.96	2.08	1.84	2.00	2.20	2.20	1.96	2.20	2.04	2.04	2.16	2.16	2.08	2.20	2.16	1.60	
1.28	1.68	2.04	2.04	2.08	2.08	1.80	2.16	2.08	2.16	2.16	2.00	2.00	2.16	2.08	2.12	2.08	1.92	1.84	1.92	2.04	2.20	2.08	2.24	2.12	2.20	2.12	2.16	2.32	2.28	2.24	1.60	
1.28	1.76	2.24	2.12	1.96	2.16	1.80	2.24	2.28	2.24	2.20	2.00	1.96	2.16	1.96	1.88	1.76	1.96	1.92	2.04	2.04	2.16	1.96	2.08	2.20	2.24	2.12	2.16	2.20	2.24	2.20	1.64	
1.28	1.68	2.12	2.16	2.04	2.08	1.92	1.96	2.08	2.08	2.20	2.20	2.20	2.00	1.92	2.04	2.16	2.12	2.12	2.08	2.08	2.24	2.08	2.04	1.92	2.16	2.20	2.20	2.12	2.12	2.00	1.56	
1.28	1.84	2.24	2.20	2.20	1.96	1.88	1.92	2.12	2.00	1.96	2.00	2.00	2.04	2.12	2.04	2.08	1.88	2.04	2.04	2.00	2.12	2.12	2.12	1.96	1.96	2.00	2.08	1.96	1.92	2.12	1.72	
1.28	1.76	2.16	2.28	2.16	2.04	2.08	1.92	2.04	2.00	2.08	2.04	2.12	2.12	2.08	2.20	1.96	1.56	1.68	1.84	2.00	2.16	2.08	2.00	1.88	2.12	2.20	2.04	2.00	2.00	2.12	1.64	
1.28	1.76	2.16	2.24	2.08	2.12	2.08	2.20	2.04	2.04	2.08	2.16	2.24	2.20	2.12	2.08	2.00	1.80	1.84	2.00	2.12	2.16	2.12	2.04	2.00	1.96	2.24	2.12	2.20	2.08	2.04	1.64	
0.96	1.36	1.68	1.84	1.76	1.76	1.84	1.68	1.56	1.56	1.48	1.56	1.64	1.64	1.56	1.72	1.72	1.48	1.56	1.48	1.64	1.68	1.64	1.56	1.52	1.60	1.68	1.68	1.64	1.60	1.60	1.28	
